,season,episode_number,title,airdate,rating,total_votes,desc,series
619,1,24,Desert Crossing,2002-05-08,6.9,1414,"Enterprise is for the second time on its way to Risa when yet again another urgent matter comes up: a distress call. It comes from a small vessel. The owner, Zobral, is extremely happy with the help from Enterprise and invites Captain Archer to his home world for a good meal and a game of Geskana. When Archer and Trip have landed on the desert planet, Enterprise gets a message from the Torothan Chancellor Trelit. He says Zobral isn't as nice a man as captain Archer thinks.",ENT
620,1,25,Two Days and Two Nights,2002-05-15,6.6,1472,The members of the Enterprise crew are faced with various misadventures and challenges while taking a two day break from their duties on the planet of Risa.,ENT
621,1,26,"Shockwave, Part I",2002-05-22,8.4,1532,"Enterprise discovers a mining colony of the Paraagans. The crew gets an invitation for a meeting on the surface and a shuttle pod tries to break through the atmosphere. All of the sudden just under the shuttle a giant explosion begins and scorches the earth beneath. All 3600 colonists are reported dead. After examination Enterprise finds out plasma leaking from the pod's vents ignited tetrazine in the atmosphere. Lieutenant Reed however ensures he closed the plasma vents before the shuttle went of. After conversations with admiral Forrest of Starfleet Command, captain...",ENT
622,2,1,"Shockwave, Part II",2002-09-18,8.2,2041,Captain Archer and temporal agent Daniels have been stranded in the 31st century. In a library they investigate the damage to the time line and try to find way a to get Archer back in his own century. Meanwhile Silik the Suliban leader is trying his utmost to find the whereabouts of Archer and he is willing to go far for the answer. But the crew of Enterprise has plans of their own. Trip finds a way to use the com system and is able to speak with Reed. Together they try to contact other crew members and make plans to purge Enterprise of the Sulibans.,ENT
623,2,2,Carbon Creek,2002-09-25,8.5,1954,"On the first anniversary of her assignment to Enterprise, T'Pol tells Archer and Trip about the first contact between humans and Vulcans, which involves three Vulcans becoming stranded in the town of Carbon Creek, Pennsylvania in 1957.",ENT
624,2,3,Minefield,2002-10-02,7.4,1488,The safety of Enterprise rests on Reed's shoulders when the ship becomes trapped in a Romulan minefield and Romulan ships are closing in on them.,ENT
625,2,4,Dead Stop,2002-10-09,8.0,1585,"Enterprise seeks repairs from their encounters with the Romulans, where they stop at a desolate but idyllic repair station. But all is not what it seems when Mayweather is suddenly found dead.",ENT
626,2,5,A Night in Sickbay,2002-10-16,6.6,1568,"After previously offending the Kreetassans, Enterprise attempts to make a better second impression, only to upset the alien race once again. A frustrated Captain Archer returns from the planet only to be further upset to find that his dog Porthos, has been affected by a pathogen native to the world. While Phlox works around the clock treating Porthos, Archer stands vigil in sickbay, experiencing first-hand the quirky everyday life of his Denobulan Doctor.",ENT
627,2,6,Marauders,2002-10-30,6.6,1438,Enterprise visits a colony with a deuterium trading post. But the people seem to be pretty unwilling to trade. Are they hiding something?,ENT
628,2,7,The Seventh,2002-11-06,6.8,1376,T'Pol asks Captain Archer to join her on a mission to capture a Vulcan fugitive that escaped her years ago.,ENT
629,2,8,The Communicator,2002-11-13,6.9,1378,"Upon returning from covertly observing a pre-warp culture, Lieutenant Reed realizes he lost his communicator somewhere on the planet. Archer and Reed return to recover the lost technology, only to find the natives found it first. Captured and interrogated, the crewmen find themselves doing even more damage to the culture, who have scanned the prisoners and know them to be of another race. Meanwhile, Tucker and Mayweather try to figure out how to activate the cloak on the Suliban cell ship so they can mount a discreet rescue.",ENT
630,2,9,Singularity,2002-11-20,7.4,1420,T'Pol must save the ship after the crew becomes obsessed with trivialities during the approach to a black hole.,ENT
631,2,10,Vanishing Point,2002-11-27,6.9,1421,"After Hoshi uses the transporter to avoid running into a storm, she starts to feel very strange.",ENT
632,2,11,Precious Cargo,2002-12-11,6.5,1466,"While Trip is repairing a stasis pod at a Retellian cargo ship and the woman inside, heir apparent to the throne of Krios, wakes up, the ship makes a hasty departure. Trip must make a plan to escape.",ENT
633,2,12,The Catwalk,2002-12-18,7.4,1382,"After receiving a warning about a radioactive storm approaching Enterprise, the crew is forced to take shelter in the ship's catwalk.",ENT
634,2,13,Dawn,2003-01-08,7.3,1371,Trip's shuttlepod is shot down by a hostile race and is force to land on a deserted moon. There he must team up with the alien who shot him down in order to find a way back to Enterprise.,ENT
635,2,14,Stigma,2003-02-05,7.4,1440,"T'Pol is diagnosed with a possibly fatal neurological disease as a result of a mind meld. Meanwhile, one of Phlox's wives visits Enterprise and becomes very interested in Trip.",ENT
636,2,15,Cease Fire,2003-02-12,7.9,1436,Captain Archer is asked to negotiate between the Andorians and Vulcans who are fighting over a small planet.,ENT
637,2,16,Future Tense,2003-02-19,8.2,1428,Enterprise discovers a pod with the body of a human that seems to be wanted by both Sulibans and Tholians.,ENT
638,2,17,Canamar,2003-02-26,6.8,1313,"Archer and Trip are accused of smuggling and sent to the penal colony Canamar. While Enterprise manages to negotiate their release, a mutiny breaks out on the prison ship.",ENT
639,2,18,The Crossing,2003-04-02,6.9,1327,Enterprise is held captive by non-corporeal beings who claim to be explorers.,ENT
640,2,19,Judgment,2003-04-09,7.6,1402,"After Enterprise lends aid to a group of accused rebels, Captain Archer faces a tribunal and charges of conspiring against the Klingon Empire.",ENT
641,2,20,Horizon,2003-04-16,6.5,1312,"Mayweather temporarily leaves Enterprise to visit the cargo ship Horizon, where he was born and raised. Meanwhile, the Enterprise crew observes an unusual planetary event.",ENT
642,2,21,The Breach,2003-04-23,7.0,1276,"At Dr. Phlox's request, Enterprise attempts to retrieve 3 Denobulan scientists from the planet Xantoras, where the Goverment has ordered all off-worlders to evacuate within 3 days. Tucker, Reed, and Mayweather navigate a series of labyrinthine underground caves in search of the scientists. Meanwhile, Enterprise lends assistance to a damaged ship fleeing the planet. Doctor Phlox faces an ethical dilemma when one of the refugees of the ship refuses life-saving treatment. The patient, an Antaran, holds a grudge against Phlox stemming from a war between their races that ...",ENT
643,2,22,Cogenitor,2003-04-30,7.7,1680,"Enterprise encounters a hyper-giant star. While there, they make first contact with the Vissians, a technologically sophisticated race with three genders. While making quick friends, and eagerly learning about the advanced technology, Trip gets curious about the Vissians third gender, known as the Cogenitor, who is crucial in the Vissian reproductive process. Against the wishes of the Vissians, Trip befriends the Cogenitor and encourages it to defy its cultural boundaries, which the Vissians are made aware of, and are angered by.",ENT
644,2,23,Regeneration,2003-05-07,8.5,2222,"An Arctic research team makes a startling find: cybernetic creatures - Borg - buried in the ice. When the revived aliens seize control of a spacecraft, it's up to Archer to keep them from contacting the Collective and threatening Earth.",ENT
645,2,24,First Flight,2003-05-14,7.5,1394,"After his close friend and colleague A.G. Robinson is killed in a mountain climbing accident, Captain Archer tells T'Pol about the Warp 2 test flight almost ten years earlier.",ENT
646,2,25,Bounty,2003-05-14,6.9,1284,"After exploring an uninhabited planet, Captain Archer is taken prisoner by a Tellarite bounty hunter who was hired by the Klingons to return Archer to Qo'noS.",ENT
647,2,26,The Expanse,2003-05-21,8.3,1430,"An unknown probe fires on Earth from space, cutting a swath from Florida to Venezuela. Everything in the path of the attack was destroyed, resulting in the deaths of seven million humans including Tucker's younger sister Elizabeth. Enterprise is recalled to Earth for upgrades to the ship and to take on military crewmen. Silik gives Archer a message from the future about Earth's latest enemy. The Klingon Empire gives Duras another chance to capture Archer. Enterprise heads for infamous and dangerous Delphic Expanse.",ENT
648,3,1,The Xindi,2003-09-10,7.8,1428,"Enterprise has been in the Delphic Expanse for six weeks and have yet to get any intel about the Xindi. Strange anomalies affect the ship, sending cargo flying violently through the bays, pockets of atmosphere losing gravity and other incidents defying the known laws of physics. T'Pol helps Trip's insomnia with an intimate Vulcan therapy. Archer and Trip find another race of Xindi imprisoned in a mine.",ENT
649,3,2,Anomaly,2003-09-17,7.8,1352,"After an attack by Osaarian pirates, Enterprise follows them to a mysterious sphere.",ENT
650,3,3,Extinction,2003-09-24,6.0,1389,"Archer, Reed and Sato are transformed into aliens while visiting a planet.",ENT
651,3,4,Rajiin,2003-10-01,7.0,1340,"Enterprise helps an alien woman, Rajiin, seeking to escape her life as a sex slave. Once on board she uses her alien abilities to gather biometric data about humans and is recaptured by her employers, the Xindi council.",ENT
652,3,5,Impulse,2003-10-08,7.4,1378,"Enterprise answers a distress signal from a stranded Vulcan ship, only when arriving they find the ship completely desolate, wrecked - and filled with Vulcan zombies.",ENT
653,3,6,Exile,2003-10-15,6.8,1321,"Hoshi Sato is contacted by a 400-year-old telepathic alien exiled on planet in the Expanse, shunned by his society because of his abilities. The alien offers to use his powers to help Enterprise find the Xindi and the weapon they are building, but only if Hoshi will stay with him while he works. She agrees to stay behind, while Enterprise confirms the Expanse has a second Sphere and is on its way to investigate.",ENT
654,3,7,The Shipment,2003-10-22,7.5,1327,"Enterprise follows a lead and discovers a Xindi lab that refines Kemocite, the key ingredient in the weapon being built to destroy Earth. An away team of Archer, Reed and Hayes confront the lead researcher, Gralik Durr, who was employed by Degra to refine the Kemocite but was never told what it would be used for. When Gralik realizes it was his research that contributed to the 7 million deaths on Earth, he agrees to help Archer prevent further loss of life. Meanwhile, on Enterprise, Phlox and Tucker study the weapon they seized from the Xindi and find an organic ...",ENT
655,3,8,Twilight,2003-11-05,8.7,1796,"His memory crippled, Archer awakens years in the future, after the Xindi have reduced Earth to a cinder and the remnants of humanity have settled on a distant planet. Now, Archer learns that he may be the key to undoing this tragedy.",ENT
656,3,9,North Star,2003-11-12,6.9,1450,Enterprise investigates a previously unknown colony of humans who are living in the fashion of the American Old West. They are oppressing an alien race called the Skagarans.,ENT
657,3,10,Similitude,2003-11-19,8.4,1753,Archer decides to make a fast-growing clone of Trip to help save his life while Enterprise is stranded in a dangerous field with nucleonic particles.,ENT
658,3,11,Carpenter Street,2003-11-26,7.4,1441,Archer and T'Pol travel back in time to Detroit in 2004 to stop three Xindi-Reptilians from constructing a bioweapon.,ENT
659,3,12,Chosen Realm,2004-01-14,6.7,1371,Enterprise is taken over by religious zealots who want to use the ship in a war against heretics.,ENT
660,3,13,Proving Ground,2004-01-21,8.4,1432,Enterprise has found the location of the testing site of the Xindi weapon and gets some rather unexpected help.,ENT
661,3,14,Stratagem,2004-02-04,8.1,1370,"Archer and the Xindi Degra are in a shuttle. With Degra suffering from memory loss, Archer tells him they escaped together from a prison and that the Insectoids took power after destroying Earth.",ENT
662,3,15,Harbinger,2004-02-11,7.4,1360,"With Reed and Hayes fighting over a training program and Trip seemingly making T'Pol jealous, Enterprise discovers a dying alien in a pod with technology similar to the Spheres.",ENT
663,3,16,Doctor's Orders,2004-02-18,7.4,1357,"While in command of Enterprise because the entire crew is in a coma, Dr. Phlox starts hearing some strange sounds.",ENT
664,3,17,Hatchery,2004-02-25,6.6,1310,Captain Archer orders the crew of Enterprise to save a Xindi-Insectoid hatchery.,ENT
665,3,18,Azati Prime,2004-03-03,8.6,1436,Archer decides he should pilot a kamikaze shuttle to destroy the Xindi weapon. Temporal agent Daniels urges him to reconsider.,ENT
666,3,19,Damage,2004-04-21,8.1,1357,"Captain Archer has been returned to Enterprise by the Xindi council awaiting a hearing. But after a heavy attack by the Reptilians, Enterprise is stranded without a functional warp drive. They meet another ship in trouble because of space anomalies. The ship's captain isn't willing to trade in their warp coil and Archer must make a tough decision. Meanwhile T'Pol is having some strange sensations and can't control her emotions.",ENT
667,3,20,The Forgotten,2004-04-28,7.9,1325,"Enterprise has arrived on time for the appointment with Degra. Captain Archer invites them to their ship, while he does his best to convince both Degra and Jannar that the destruction of Earth is actually part of the grand scheme of the sphere builders to conquer the universe. While Jannar remains reluctant, Degra seems to be slightly won over. Trip Tucker is having a hard time keeping Enterprise in shape and is also having difficulties with writing a letter to the parents of crewman Taylor, informing of her death. Then trouble arises when out of the blue a Reptilian ...",ENT
668,3,21,E²,2004-05-05,7.9,1387,"Trying to pass through a subspace corridor, Enterprise is stopped by a version of itself from the future.",ENT
669,3,22,The Council,2004-05-12,8.4,1332,"Enterprise has arrived at the location of the Xindi Council and with the help of Degra, Archer can make his plea in front of the five races of Xindi. Archer needs to prove that the Sphere Builders have been telling lies. While the Primates and Arboreals are already aware of the truth, convincing the other three races will not be easy. The Reptilians and Insectoids refuse to even listen to Archer. Meanwhile, the Sphere Builders haven't been sitting still, and have arranged a secret meeting with the Reptilians.",ENT
670,3,23,Countdown,2004-05-19,8.5,1344,"While the Reptilians force Hoshi to decipher a launch code, the Primates, Arboreals and Archer think of a way to stop the Xindi weapon.",ENT
671,3,24,Zero Hour,2004-05-26,8.5,1412,"Archer takes Degra's ship to try to prevent Earth from being destroyed and gets some unexpected help. Enterprise tries to destroy Sphere 41, but the Sphere Builders know about the plan.",ENT
672,4,1,Storm Front,2004-10-08,7.3,1423,"Following the destruction of the Xindi weapon, the Enterprise crew discovers that they have been sent back in time to 1944. However, history has been altered, leaving Nazi Germany in control of a large portion of the eastern United States.",ENT
673,4,2,"Storm Front, Part II",2004-10-15,7.3,1374,"After Silik attacks Trip, Vosk wants to make a deal with Archer: supplies of the ship for the completion of his time machine in return for a trip to the 22nd Century.",ENT
674,4,3,Home,2004-10-22,7.8,1975,"The crew take some time off. Archer meets an old friend, Captain Erika Hernandez. T'Pol takes Trip to Vulcan, with a surprise waiting. Phlox finds out Earth has become xenophobic.",ENT
675,4,4,Borderland,2004-10-29,7.8,1417,"After a Klingon ship is attacked, it's discovered the imprisoned Dr. Soong's genetically enhanced humans are responsible. Archer takes him to prevent a war.",ENT
676,4,5,Cold Station 12,2004-11-05,7.8,1344,"The Augments are on their way to Cold Station 12, where Augments embryos are kept.",ENT
677,4,6,The Augments,2004-11-12,7.9,1355,"The Augments have yet again escaped. While Dr. Soong wants to hide the embryos, Malik has an entirely different and way more cruel plan.",ENT
678,4,7,The Forge,2004-11-19,8.3,1357,"After a bombing destroyed the Earth embassy on Vulcan, a group known as the Syrrannites are suspected. T'Pol receives a map from her Syrrannite mother, leading into a dangerous desert, the Forge.",ENT
679,4,8,Awakening,2004-11-26,8.1,1328,"T'Pol and Archer confront the Syrrannites and meet T'Pau who denies the embassy bombing. Archer, who has Surak's essence, is asked to help. V'Las threatens Enterprise to make sure an attack on the Syrrannites isn't witnessed.",ENT
680,4,9,Kir'Shara,2004-12-03,8.4,1361,"While Enterprise travels to Andoria to warn them of the attack, Archer tries to bring the Kir'Shara to the High Command.",ENT
681,4,10,Daedalus,2005-01-14,6.2,1306,"Dr. Emory Erickson comes aboard to supposedly conduct tests for subquantum transportation. However, he seems to have a different agenda.",ENT
682,4,11,Observer Effect,2005-01-21,7.8,1362,Noncorporeal aliens inhabit the bodies of Enterprise crew members to study how the crew reacts to a lethal virus infection that has afflicted Trip and Hoshi.,ENT
683,4,12,Babel One,2005-01-28,8.4,1352,"Enterprise escorts Tellarites to peace talks with Andorians. While transporting they rescue Andorians and say the Tellarites attacked them. Enterprise is soon attacked by an Andorian ship, and Archer must prove who is responsible.",ENT
684,4,13,United,2005-02-04,8.5,1331,"Captain Archer must convince Vulcans, Tellarites and Andorians to unite to find the Romulan ship.",ENT
685,4,14,The Aenar,2005-02-11,8.3,1320,"Enterprise finds out the marauder was piloted telepathically by an Aenar, a subspecies from Andoria.",ENT
686,4,15,Affliction,2005-02-18,7.9,1285,"While Enterprise is visiting Earth, Phlox is abducted by the Klingons and forced to research a cure for a virus destined to wipe out the race. Reed is tapped by a secret agency and ordered to betray Archer. Trip transfers to the Columbia.",ENT
687,4,16,Divergence,2005-02-25,8.0,1261,"While Enterprise tries to bring Trip on board to reverse the malicious Klingon modifications, Phlox and Antaak find a cure for the virus that will not please General K'Vagh.",ENT
688,4,17,Bound,2005-04-15,6.8,1310,The men of Enterprise fall under the seductive control of three Orion women. Trip is the only male member of the crew not to succumb to the women.,ENT
689,4,18,"In a Mirror, Darkly",2005-04-22,8.3,1690,"Set in the dark and oppressive Mirror Universe, Commander Archer leads a mutiny in a bold attempt to seize control of an advanced starship - a vessel from the future that may be the key to saving the Terran Empire.",ENT
690,4,19,"In a Mirror, Darkly, Part II",2005-04-29,8.3,1600,"The Mirror Universe saga concludes as Archer declares himself captain of a formidable starship from the future, while his alien crew launch a rebellion in a desperate bid to keep him from achieving ultimate power.",ENT
691,4,20,Demons,2005-05-06,7.6,1270,"While attending a conference on a proposed interplanetary alliance, Trip and T'Pol find out from a dying woman that they have a baby. Investigation shows the woman was a member of the xenophobic organization Terra Prime.",ENT
692,4,21,Terra Prime,2005-05-13,8.2,1358,"Paxton threatens to destroy Starfleet Headquarters if all aliens don't leave Earth. Enterprise must shut down the verteron array on Mars, but it is extremely well defended.",ENT
693,4,22,These Are the Voyages...,2005-08-02,5.3,2181,"In 2370, Commander William T. Riker is trying to clear his mind and relives the last mission of the first Enterprise on the holodeck.",ENT
